run,round,node_id,scheme,keygen_time,sign_time,verify_time,train_time,train_loss,payload_size,sig_size,pubkey_size,sig_valid,has_nan
1,1,3751865909603311452,RSA-2048,0.08759234892204404,0.0025057068560272455,0.0004482429940253496,22.702214665012434,1.9192070861974844,2482153.0,256.0,294.0,True,False
1,1,18423468759321119128,RSA-2048,0.06967528909444809,0.001617305912077427,8.572312071919441e-05,23.01345111289993,1.9079048412676436,2482153.0,256.0,294.0,True,False
1,1,16593778028237068376,RSA-2048,0.04915885184891522,0.00191122991964221,7.920409552752972e-05,22.86926663806662,1.869180313695353,2482153.0,256.0,294.0,True,False
1,1,6968496371516154848,RSA-2048,0.020058755995705724,0.001551806926727295,7.978500798344612e-05,22.807083474937826,1.8682018666983413,2482153.0,256.0,294.0,True,False
1,1,1682670128408826884,RSA-2048,0.05070504802279174,0.0010585659183561802,8.128699846565723e-05,10.817868581973016,1.9155706643296506,2482153.0,256.0,294.0,True,False
1,2,6968496371516154848,RSA-2048,0.028177428990602493,0.002308361930772662,8.222809992730618e-05,22.59001783002168,1.6474696454910425,2482153.0,256.0,294.0,True,False
1,2,18423468759321119128,RSA-2048,0.08528078603558242,0.0011315029114484787,8.787796832621098e-05,22.548712072893977,1.6713049590778046,2482153.0,256.0,294.0,True,False
1,2,16593778028237068376,RSA-2048,0.12643995811231434,0.0010896059684455395,9.356113150715828e-05,22.607402018038556,1.6588541832975685,2482153.0,256.0,294.0,True,False
1,2,3751865909603311452,RSA-2048,0.07329182303510606,0.0010673620272427797,9.27620567381382e-05,22.72426386596635,1.6576222394601987,2482153.0,256.0,294.0,True,False
1,2,1682670128408826884,RSA-2048,0.07058317586779594,0.001064634881913662,9.009218774735928e-05,10.7784204618074,1.644772729934595,2482153.0,256.0,294.0,True,False
1,3,6968496371516154848,RSA-2048,0.03673757612705231,0.0011975320521742105,7.842015475034714e-05,22.93217010097578,1.4516374101273168,2482153.0,256.0,294.0,True,False
1,3,3751865909603311452,RSA-2048,0.06952282204292715,0.0011054400820285082,8.088885806500912e-05,22.946425196016207,1.4638165300265669,2482153.0,256.0,294.0,True,False
1,3,18423468759321119128,RSA-2048,0.06480650207959116,0.0011405979748815298,8.198991417884827e-05,22.945697671035305,1.4492237682159717,2482153.0,256.0,294.0,True,False
1,3,16593778028237068376,RSA-2048,0.061972436029464006,0.0011032039765268564,7.864413782954216e-05,23.008281792048365,1.4662664307953832,2482153.0,256.0,294.0,True,False
1,3,1682670128408826884,RSA-2048,0.019289789954200387,0.0010270390193909407,7.620500400662422e-05,10.748356346972287,1.4280921169363272,2482153.0,256.0,294.0,True,False
1,4,3751865909603311452,RSA-2048,0.11758873099461198,0.0024846091400831938,7.966998964548111e-05,22.5764692730736,1.3080779866288645,2482153.0,256.0,294.0,True,False
1,4,18423468759321119128,RSA-2048,0.07989663491025567,0.0021188058890402317,9.141303598880768e-05,22.742096849018708,1.30054387764428,2482153.0,256.0,294.0,True,False
1,4,6968496371516154848,RSA-2048,0.02978693414479494,0.0011665571946650743,9.263097308576107e-05,22.912955034989864,1.292752340197944,2482153.0,256.0,294.0,True,False
1,4,16593778028237068376,RSA-2048,0.1001648788806051,0.0010611959733068943,9.841681458055973e-05,22.982123863883317,1.2917290596535411,2482153.0,256.0,294.0,True,False
1,4,1682670128408826884,RSA-2048,0.06756940414197743,0.001091822050511837,9.21059399843216e-05,10.821641403948888,1.2921600625537837,2482153.0,256.0,294.0,True,False
1,5,16593778028237068376,RSA-2048,0.020822145976126194,0.001390659948810935,7.834401912987232e-05,22.274809464113787,1.172102923781727,2482153.0,256.0,294.0,True,False
1,5,18423468759321119128,RSA-2048,0.013656558003276587,0.0013105450198054314,0.00010197889059782028,22.191538819111884,1.186831731765796,2482153.0,256.0,294.0,True,False
1,5,3751865909603311452,RSA-2048,0.0860348199494183,0.002308579860255122,8.16399697214365e-05,22.251592664048076,1.2029876686132754,2482153.0,256.0,294.0,True,False
1,5,6968496371516154848,RSA-2048,0.014596960041671991,0.0010530420113354921,7.63570424169302e-05,22.561359287938103,1.1857539716239174,2482153.0,256.0,294.0,True,False
1,5,1682670128408826884,RSA-2048,0.017350742826238275,0.0010871661361306906,8.164090104401112e-05,10.79827628703788,1.17135567329943,2482153.0,256.0,294.0,True,False
1,6,18423468759321119128,RSA-2048,0.05551871098577976,0.0022375499829649925,7.910793647170067e-05,22.13320862618275,1.0905923439671819,2482153.0,256.0,294.0,True,False
1,6,6968496371516154848,RSA-2048,0.02206197497434914,0.0011868029832839966,8.452404290437698e-05,22.21880143810995,1.0925039477622547,2482153.0,256.0,294.0,True,False
1,6,16593778028237068376,RSA-2048,0.12301773694343865,0.0020104229915887117,8.15829262137413e-05,22.156796036986634,1.0725766955473173,2482153.0,256.0,294.0,True,False
1,6,3751865909603311452,RSA-2048,0.05081300693564117,0.0010545069817453623,7.750908844172955e-05,22.461465323809534,1.0933424999919563,2482153.0,256.0,294.0,True,False
1,6,1682670128408826884,RSA-2048,0.01341376593336463,0.0010314621031284332,7.849512621760368e-05,11.022468045121059,1.0851160125991406,2482153.0,256.0,294.0,True,False
1,7,18423468759321119128,RSA-2048,0.022664222866296768,0.0022635578643530607,9.041698649525642e-05,22.552487490931526,0.9957675011203693,2482153.0,256.0,294.0,True,False
1,7,3751865909603311452,RSA-2048,0.08678931393660605,0.002354611176997423,9.036995470523834e-05,22.5267636468634,1.0110263971094124,2482153.0,256.0,294.0,True,False
1,7,16593778028237068376,RSA-2048,0.011862605810165405,0.0012590119149535894,8.877296932041645e-05,22.72776490985416,1.0010338506569116,2482153.0,256.0,294.0,True,False
1,7,6968496371516154848,RSA-2048,0.03670744504779577,0.0010966449044644833,8.409307338297367e-05,23.066343564074486,1.0102164814837824,2482153.0,256.0,294.0,True,False
1,7,1682670128408826884,RSA-2048,0.05363883404061198,0.0010797381401062012,8.13149381428957e-05,10.904870571102947,0.9856852799558792,2482153.0,256.0,294.0,True,False
1,8,3751865909603311452,RSA-2048,0.10366998496465385,0.0012303120456635952,7.919501513242722e-05,22.26641614502296,0.9424916270632333,2482153.0,256.0,294.0,True,False
1,8,6968496371516154848,RSA-2048,0.07034734589979053,0.0012748031876981258,7.916404865682125e-05,22.471950395964086,0.9327743763740832,2482153.0,256.0,294.0,True,False
1,8,16593778028237068376,RSA-2048,0.03989363112486899,0.0010604991111904383,8.354801684617996e-05,22.754852746147662,0.9211779542433949,2482153.0,256.0,294.0,True,False
1,8,18423468759321119128,RSA-2048,0.04461452108807862,0.0010635668877512217,7.951399311423302e-05,22.715068178018555,0.9382326621978808,2482153.0,256.0,294.0,True,False
1,8,1682670128408826884,RSA-2048,0.05387451592832804,0.0010717250406742096,8.673593401908875e-05,10.78910964098759,0.915408077617042,2482153.0,256.0,294.0,True,False
1,9,18423468759321119128,RSA-2048,0.08700080099515617,0.002090007998049259,7.86858145147562e-05,22.24080466409214,0.8647396642560015,2482153.0,256.0,294.0,True,False
1,9,6968496371516154848,RSA-2048,0.021266616880893707,0.001224342966452241,7.769209332764149e-05,22.421444731997326,0.8640145792747839,2482153.0,256.0,294.0,True,False
1,9,3751865909603311452,RSA-2048,0.03225582302547991,0.0011509540490806103,7.81170092523098e-05,22.422121222130954,0.8755405384321182,2482153.0,256.0,294.0,True,False
1,9,16593778028237068376,RSA-2048,0.052276042057201266,0.0011168639175593853,8.077896200120449e-05,22.455837143817917,0.8698624538156552,2482153.0,256.0,294.0,True,False
1,9,1682670128408826884,RSA-2048,0.0638707340694964,0.0010392419062554836,8.071516640484333e-05,10.685883654979989,0.8573223593326422,2482153.0,256.0,294.0,True,False
1,10,18423468759321119128,RSA-2048,0.13205403997562826,0.0022854721173644066,8.249119855463505e-05,22.21567294211127,0.8005032170409212,2482153.0,256.0,294.0,True,False
1,10,6968496371516154848,RSA-2048,0.03993136202916503,0.0011656149290502071,8.299783803522587e-05,22.603611582890153,0.8258334648685334,2482153.0,256.0,294.0,True,False
1,10,16593778028237068376,RSA-2048,0.04161935904994607,0.0011887550354003906,8.435896597802639e-05,22.69012625492178,0.7903926210662428,2482153.0,256.0,294.0,True,False
1,10,3751865909603311452,RSA-2048,0.07199821807444096,0.0010901850182563066,0.0001205899752676487,22.801688398001716,0.8170763083730643,2482153.0,256.0,294.0,True,False
1,10,1682670128408826884,RSA-2048,0.08650294807739556,0.0011069069150835276,9.160605259239674e-05,10.981283652130514,0.7929475038958053,2482153.0,256.0,294.0,True,False
1,11,18423468759321119128,RSA-2048,0.042157873045653105,0.002462801057845354,8.046417497098446e-05,22.266272474080324,0.73453725893467,2482153.0,256.0,294.0,True,False
1,11,3751865909603311452,RSA-2048,0.037269772961735725,0.0012068578507751226,7.917801849544048e-05,22.39030625601299,0.7426695018149794,2482153.0,256.0,294.0,True,False
1,11,6968496371516154848,RSA-2048,0.07423626305535436,0.0010971580632030964,8.115102536976337e-05,22.42512288596481,0.7651566729282799,2482153.0,256.0,294.0,True,False
1,11,16593778028237068376,RSA-2048,0.049979903968051076,0.0010556220076978207,8.276896551251411e-05,22.498929138062522,0.7320235096418057,2482153.0,256.0,294.0,True,False
1,11,1682670128408826884,RSA-2048,0.04878052091225982,0.0010937578044831753,7.940107025206089e-05,10.918517505051568,0.7392303795098497,2482153.0,256.0,294.0,True,False
1,12,18423468759321119128,RSA-2048,0.1246947068721056,0.0022659730166196823,7.794215343892574e-05,22.18518948298879,0.6851173291286341,2482153.0,256.0,294.0,True,False
1,12,3751865909603311452,RSA-2048,0.0385702399071306,0.0012688511051237583,8.057011291384697e-05,22.348576760850847,0.6846558815850237,2482153.0,256.0,294.0,True,False
1,12,16593778028237068376,RSA-2048,0.06479577696882188,0.0011806879192590714,8.006696589291096e-05,22.358209592057392,0.6731491537806326,2482153.0,256.0,294.0,True,False
1,12,6968496371516154848,RSA-2048,0.049136831890791655,0.0010814790148288012,8.032703772187233e-05,22.560137806925923,0.7165093394323659,2482153.0,256.0,294.0,True,False
1,12,1682670128408826884,RSA-2048,0.037627556128427386,0.0010588839650154114,0.00010682502761483192,10.73012256110087,0.6811787441801339,2482153.0,256.0,294.0,True,False
1,13,3751865909603311452,RSA-2048,0.05803826288320124,0.00207634293474257,7.991795428097248e-05,22.74486992112361,0.6320804129250515,2482153.0,256.0,294.0,True,False
1,13,18423468759321119128,RSA-2048,0.1124775349162519,0.0021905351895838976,7.611396722495556e-05,22.73727886402048,0.6395642260393015,2482153.0,256.0,294.0,True,False
1,13,16593778028237068376,RSA-2048,0.08943937998265028,0.0012759559322148561,7.957988418638706e-05,22.826839308952913,0.6573842328767807,2482153.0,256.0,294.0,True,False
1,13,6968496371516154848,RSA-2048,0.024311624001711607,0.001111363060772419,0.00010628486052155495,23.00829972187057,0.6533577559283748,2482153.0,256.0,294.0,True,False
1,13,1682670128408826884,RSA-2048,0.044700541999191046,0.0010310821235179901,7.926509715616703e-05,10.706236228812486,0.6357854670657518,2482153.0,256.0,294.0,True,False
1,14,16593778028237068376,RSA-2048,0.11584416101686656,0.0019114071037620306,7.79090914875269e-05,21.8773395428434,0.586463915630461,2482153.0,256.0,294.0,True,False
1,14,3751865909603311452,RSA-2048,0.04289079108275473,0.0010796859860420227,8.513196371495724e-05,22.229578292928636,0.5802729804390154,2482153.0,256.0,294.0,True,False
1,14,18423468759321119128,RSA-2048,0.20230459817685187,0.0010292481165379286,0.00011444301344454288,22.11323155509308,0.5941546874971816,2482153.0,256.0,294.0,True,False
1,14,6968496371516154848,RSA-2048,0.1705214160028845,0.0021742540411651134,7.871282286942005e-05,22.10323847201653,0.6129337856754328,2482153.0,256.0,294.0,True,False
1,14,1682670128408826884,RSA-2048,0.0549669039901346,0.0010996751952916384,8.052890188992023e-05,10.702729056123644,0.5957133283915992,2482153.0,256.0,294.0,True,False
1,15,6968496371516154848,RSA-2048,0.022242586826905608,0.0015093390829861164,8.353381417691708e-05,21.941449417965487,0.5609328781073086,2482153.0,256.0,294.0,True,False
1,15,16593778028237068376,RSA-2048,0.03870731312781572,0.001170937903225422,8.165603503584862e-05,22.059351626085117,0.5329126088906782,2482153.0,256.0,294.0,True,False
1,15,3751865909603311452,RSA-2048,0.022537877084687352,0.0010594159830361605,0.00011722720228135586,22.185759220039472,0.560049763419472,2482153.0,256.0,294.0,True,False
1,15,18423468759321119128,RSA-2048,0.021569698816165328,0.002280266024172306,8.328398689627647e-05,22.08086867001839,0.5452590430357729,2482153.0,256.0,294.0,True,False
1,15,1682670128408826884,RSA-2048,0.07083171210251749,0.001112902071326971,8.160807192325592e-05,10.750446002930403,0.5611672559128211,2482153.0,256.0,294.0,True,False
1,16,16593778028237068376,RSA-2048,0.021398836048319936,0.0013314120005816221,7.845507934689522e-05,22.48050496610813,0.5071779496539325,2482153.0,256.0,294.0,True,False
1,16,18423468759321119128,RSA-2048,0.026418955996632576,0.0011292430572211742,0.00011051492765545845,22.624151308089495,0.5187472159626146,2482153.0,256.0,294.0,True,False
1,16,6968496371516154848,RSA-2048,0.09353808593004942,0.0012642969377338886,7.839011959731579e-05,22.559048337163404,0.5286217649785665,2482153.0,256.0,294.0,True,False
