run,round,node_id,scheme,keygen_time,sign_time,verify_time,train_time,train_loss,payload_size,sig_size,pubkey_size,verified
1,1,8869888439940249155,ML-DSA-44,0.01404811895918101,0.00033398589584976435,0.00010863295756280422,26.746610751957633,2.166325290743916,2482164.0,2420.0,1312.0,True
1,1,835465714979992152,ML-DSA-44,0.002065073000267148,0.0004602830158546567,6.087601650506258e-05,26.548846943071112,2.152590486950006,2482163.0,2420.0,1312.0,True
1,1,7120318125995467943,ML-DSA-44,0.0013197159860283136,0.00020386697724461555,5.481403786689043e-05,27.027833638014272,2.1154219951873388,2482164.0,2420.0,1312.0,True
1,1,11105927492886635896,ML-DSA-44,0.001042545074597001,0.00018968700896948576,0.00013294396921992302,27.23580193798989,2.1444299533344306,2482165.0,2420.0,1312.0,True
1,1,2298597089384651207,ML-DSA-44,0.00013374804984778166,0.00016521592624485493,8.202099706977606e-05,10.955227696103975,2.17142126773493,2482164.0,2420.0,1312.0,True
1,2,11105927492886635896,ML-DSA-44,0.00014681904576718807,0.00020492600742727518,0.00021311198361217976,23.861253055976704,2.0177229033491484,2482165.0,2420.0,1312.0,True
1,2,7120318125995467943,ML-DSA-44,0.0001990600721910596,0.000196535955183208,0.00011362601071596146,23.896660339087248,2.0320535940103257,2482164.0,2420.0,1312.0,True
1,2,8869888439940249155,ML-DSA-44,0.0002544280141592026,0.0002129890490323305,0.00017110200133174658,24.001442029955797,2.01104461004178,2482164.0,2420.0,1312.0,True
1,2,835465714979992152,ML-DSA-44,0.00014506594743579626,0.00017147301696240902,0.00012710702139884233,24.145847473060712,2.029235754911892,2482163.0,2420.0,1312.0,True
1,2,2298597089384651207,ML-DSA-44,0.00013534806203097105,0.00013509707059711218,8.084892760962248e-05,11.699183662072755,2.11299002437165,2482164.0,2420.0,1312.0,True
1,3,835465714979992152,ML-DSA-44,0.0003100290196016431,0.0006137039745226502,0.00014070700854063034,25.116068960982375,1.9525153682635614,2482163.0,2420.0,1312.0,True
1,3,8869888439940249155,ML-DSA-44,0.000290438998490572,0.00030816602520644665,0.0001055810134857893,25.167052367003635,1.9102894688566652,2482164.0,2420.0,1312.0,True
1,3,11105927492886635896,ML-DSA-44,0.00024848897010087967,0.0002463799901306629,8.611101657152176e-05,25.74658873397857,1.9333753311595978,2482165.0,2420.0,1312.0,True
1,3,7120318125995467943,ML-DSA-44,0.00021015095990151167,0.0002140699652954936,9.970692917704582e-05,25.75200372899417,1.9355198940910852,2482164.0,2420.0,1312.0,True
1,3,2298597089384651207,ML-DSA-44,0.00018038798589259386,0.00013532803859561682,0.00014921592082828283,11.892993960995227,1.9202281522293823,2482164.0,2420.0,1312.0,True
1,4,8869888439940249155,ML-DSA-44,0.00027588591910898685,0.000266977003775537,0.00010270194616168737,24.42146382993087,1.8764555199077715,2482164.0,2420.0,1312.0,True
1,4,7120318125995467943,ML-DSA-44,0.0006552549311891198,0.00041149300523102283,7.670698687434196e-05,24.60922338301316,1.9084902464772184,2482164.0,2420.0,1312.0,True
1,4,11105927492886635896,ML-DSA-44,0.00018922192975878716,0.00028850208036601543,5.8575067669153214e-05,24.88255655800458,1.877856636961428,2482165.0,2420.0,1312.0,True
1,4,835465714979992152,ML-DSA-44,0.0002878319937735796,0.0002395159099251032,8.997309487313032e-05,24.92444995592814,1.8802570348349623,2482163.0,2420.0,1312.0,True
1,4,2298597089384651207,ML-DSA-44,0.0001339500304311514,0.0001296240370720625,9.650294668972492e-05,10.824942052946426,1.8895969821241336,2482164.0,2420.0,1312.0,True
1,5,8869888439940249155,ML-DSA-44,0.00032313098199665546,0.0004607199225574732,8.194893598556519e-05,21.67404870991595,1.8424164974651398,2482164.0,2420.0,1312.0,True
1,5,7120318125995467943,ML-DSA-44,0.00013476901222020388,0.00013007898814976215,7.418205495923758e-05,21.628656677901745,1.8749781359498874,2482164.0,2420.0,1312.0,True
1,5,835465714979992152,ML-DSA-44,0.00020098197273910046,0.0001223209546878934,5.58620085939765e-05,21.98773617891129,1.8113889694213867,2482163.0,2420.0,1312.0,True
1,5,11105927492886635896,ML-DSA-44,0.00014533998910337687,0.0001363030169159174,5.568494088947773e-05,21.96050922793802,1.8950187173514321,2482165.0,2420.0,1312.0,True
1,5,2298597089384651207,ML-DSA-44,0.00014899205416440964,0.00014744594227522612,5.556107498705387e-05,11.952294880989939,1.858325210623086,2482164.0,2420.0,1312.0,True
1,6,8869888439940249155,ML-DSA-44,0.00029223004821687937,0.0004675709642469883,7.150496821850538e-05,26.68040237110108,1.8183481175297747,2482164.0,2420.0,1312.0,True
1,6,11105927492886635896,ML-DSA-44,0.0003960110479965806,0.0002026539295911789,5.7279947213828564e-05,26.73030647309497,1.8559816626314156,2482165.0,2420.0,1312.0,True
1,6,835465714979992152,ML-DSA-44,0.00019233301281929016,0.00045791000593453646,0.00010411196853965521,26.888599612982944,1.812475173618085,2482163.0,2420.0,1312.0,True
1,6,7120318125995467943,ML-DSA-44,0.00014089199248701334,0.0001616469817236066,6.957596633583307e-05,26.900756704970263,1.8538697135334197,2482164.0,2420.0,1312.0,True
1,6,2298597089384651207,ML-DSA-44,0.00014129700139164925,0.00016783899627625942,7.884099613875151e-05,13.08579932001885,1.7905657725593151,2482164.0,2420.0,1312.0,True
1,7,7120318125995467943,ML-DSA-44,0.0002026379806920886,0.0003283889964222908,8.490995969623327e-05,25.25203093502205,1.8205896155141033,2482164.0,2420.0,1312.0,True
