scheme,per_row_mean_pct,aggregate_sum_pct,diff
ML-DSA-44,0.1503533424410179,0.15035334244101795,-5.551115123125783e-17
ML-DSA-65,0.21195309072406096,0.21195309072406093,2.7755575615628914e-17
ML-DSA-87,0.29083622161889294,0.29083622161889294,0.0
Falcon-padded-512,0.06296952685833629,0.06296952685833629,0.0
SPHINCS+-SHA2-128s-simple,0.3177886294680464,0.3177886294680465,-5.551115123125783e-17
RSA-2048,0.02215818283562697,0.022158182835626972,-3.469446951953614e-18
ECDSA-256,0.006525759424714485,0.006525759424714485,0.0
