scheme,mean,std,max,count
ECDSA-256,0.019071115102077284,0.007255050647224016,0.043469317209948344,145
Falcon-padded-512,0.01696809914548914,0.006117112029418366,0.03513535422978886,145
ML-DSA-44,0.01878510372882575,0.008155556752944264,0.048385284508869086,145
ML-DSA-65,0.018164055137846972,0.007558963980944626,0.045830663269872174,145
ML-DSA-87,0.017664875153860445,0.0073770586417307325,0.047298285398323814,145
RSA-2048,0.016806873700843526,0.0071016646111013056,0.04792273606938924,145
SPHINCS+-SHA2-128s-simple,0.017560417447938726,0.006521856721434507,0.039783362144972134,145
