scheme,crypto_cost_round_mean_s,crypto_cost_round_std_s,train_cost_round_mean_s,crypto_fraction_pct_mean
no_signature,0.0,0.0,102.17712990483113,0.0
ML-DSA-44,0.005342985826233015,0.0009393002281421846,101.97585107669079,0.005239374733493531
ML-DSA-65,0.0067181049489095455,0.00100788529377266,102.95761128617916,0.006525265529668522
ML-DSA-87,0.007954994007012554,0.0010674998923332134,102.8459918590216,0.007734527855364662
Falcon-padded-512,0.09702318447797151,0.009448699423708205,103.1759363015322,0.09395736568041642
SPHINCS+-SHA2-128s-simple,2.204889434234548,0.16236919990871468,103.07413250177633,2.0946836518988805
RSA-2048,0.6653043555406223,0.1213538134656632,102.80399836555588,0.642945075659461
ECDSA-256,0.0062706187382946315,0.003994940481428541,102.25496804730811,0.006133543290925042
