scheme,scheme_id,round,mean_accuracy,std_accuracy,mean_loss,std_loss
no_signature,no_signature,0,0.10103,0.006084780649748645,2.30310250667572,0.0007815340706910088
no_signature,no_signature,1,0.16294,0.01915458749809617,2.193294497566223,0.035534706403017806
no_signature,no_signature,2,0.41567,0.01743610876568762,1.676561935272217,0.04906176393389117
no_signature,no_signature,3,0.48048,0.013019882231930256,1.4688127800178528,0.028454290319030157
no_signature,no_signature,4,0.53623,0.010108417834216727,1.322171541786194,0.02659430819397947
no_signature,no_signature,5,0.57751,0.010053573162479778,1.2151121656417847,0.020720054253159
no_signature,no_signature,6,0.60958,0.009399030682883095,1.1241684226226807,0.02141588129182702
no_signature,no_signature,7,0.63381,0.008298922286123162,1.060895949602127,0.018986654514223676
no_signature,no_signature,8,0.6522,0.006402603637063066,1.0081178195858,0.01536421736413124
no_signature,no_signature,9,0.66814,0.006314216763252052,0.9619920637702941,0.01454389098477087
no_signature,no_signature,10,0.6817,0.007313305985971351,0.9276935156631471,0.016406854804021105
no_signature,no_signature,11,0.6909500000000001,0.006817176020089932,0.8998636781692506,0.016602683172566336
no_signature,no_signature,12,0.7009299999999999,0.005257386338392027,0.8726494233131408,0.014080546763714275
no_signature,no_signature,13,0.70812,0.005661723334031019,0.8543486250019073,0.016316868114255364
no_signature,no_signature,14,0.7142000000000001,0.006060619696954355,0.8365496650791169,0.015504349617078778
no_signature,no_signature,15,0.71846,0.005856658129380993,0.8258891512680053,0.014800587756637847
no_signature,no_signature,16,0.72187,0.004532119935649446,0.8152592077159883,0.014556971712258027
no_signature,no_signature,17,0.72399,0.006078459234597743,0.8075956895208358,0.014633691135219295
no_signature,no_signature,18,0.72653,0.004934020222451032,0.8024292916393281,0.015028871734807206
no_signature,no_signature,19,0.72902,0.005324951747303552,0.8008034532165528,0.0141038468299747
no_signature,no_signature,20,0.7293999999999999,0.004651164728681783,0.800438111462593,0.013278917224340457
no_signature,no_signature,21,0.73059,0.005561065045874266,0.8005064167070388,0.013593432775872575
no_signature,no_signature,22,0.73132,0.005990696490763383,0.8033630272245407,0.015131496716269793
no_signature,no_signature,23,0.7310000000000001,0.006240548408949683,0.8092532703113555,0.016075214405620968
no_signature,no_signature,24,0.73175,0.006019274596383456,0.8153460354852676,0.015041577891539447
no_signature,no_signature,25,0.73189,0.005650260564296495,0.8235940272760391,0.01485587296027632
no_signature,no_signature,26,0.73061,0.005828178674909184,0.8345478594350816,0.012591982541615013
no_signature,no_signature,27,0.73085,0.006081712112737809,0.8455014585590362,0.014984131229868752
