scheme,scheme_id,run,keygen_time_ms,client_serialize_time_ms,sign_time_ms,server_serialize_time_ms,verify_time_ms,server_verify_total_time_ms,train_time_s,train_loss
RSA-2048,RSA-2048,7,64.35499313365042,1.973463885175635,8.32888848419917,1.2310595232216752,5.218841487852185,5.267749141979293,10.06963256233527,0.9140079421444841
RSA-2048,RSA-2048,8,62.06018047174434,2.0512531492082506,8.412076430395198,1.1441942405265562,5.209734697127665,5.259777826334611,10.05724884765145,0.9068683049740713
RSA-2048,RSA-2048,9,61.44957924960177,2.013178974933252,8.375751270990149,1.2031040282453824,5.311314757370029,5.360987866685362,10.075244791453393,0.904372393427824
RSA-2048,RSA-2048,10,64.30312953811755,1.9777571134423984,8.516892198628387,1.1724568127343549,5.224066285882095,5.274375589021121,10.013517808318138,0.8863690552997625
ECDSA-256,ECDSA-256,1,0.234558925343009,2.1744542638770756,7.598540081138051,1.1601749060597404,5.394947140982013,5.470738207416868,10.109767779069953,0.9132267309487511
ECDSA-256,ECDSA-256,2,0.23887485032896033,2.204923630536794,7.737514044468553,1.170572065166149,5.319751898641647,5.3943246861065575,9.996218780518394,0.8932560811897903
ECDSA-256,ECDSA-256,3,0.24491954924689066,2.15628857103482,7.6665947665847956,1.1864478971498216,5.394024231742707,5.469093257367252,10.041736087531511,0.8875533380311165
ECDSA-256,ECDSA-256,4,0.226538012502666,2.205670021163874,7.65249699082531,1.1808585701509782,5.338709577918002,5.410483996771849,10.052484260841739,0.9215308583468681
ECDSA-256,ECDSA-256,5,0.2326628243705383,2.169559622804275,7.424826394999351,1.2047180936981712,5.340508371591518,5.416815609981566,10.02705738921611,0.9123031074931597
ECDSA-256,ECDSA-256,6,0.23057387210423635,2.117884132700615,7.6614758263652005,1.1307283316272738,5.354461416136423,5.427425672532938,10.029744886981788,0.8963665763522408
ECDSA-256,ECDSA-256,7,0.21995568570365434,2.142204474269671,7.64849941828283,1.1461487711251557,5.311626817177312,5.384363230550613,9.889096800733435,0.9102136275046674
ECDSA-256,ECDSA-256,8,0.22625778685319065,2.112893949573188,7.522248621874749,1.1504758129982369,5.29564818483772,5.367547497153233,10.03034530042438,0.9123398256004785
ECDSA-256,ECDSA-256,9,0.231815682879293,2.18966614299759,7.609671055106396,1.198378780779066,5.360714011282299,5.433810845715875,9.986985665297446,0.9071066183027576
ECDSA-256,ECDSA-256,10,0.22147249197582533,2.1673935752672,7.6012952253221995,1.176279973393878,5.328542504381959,5.403444213249361,9.935693036720235,0.8856488185523042
ML-DSA-44,ML-DSA-44,1,0.2410553085306793,2.1350488282041113,7.966000407468476,1.1641378700732692,6.2578032499489185,6.313129216044472,10.057149036388921,0.9076448331788705
ML-DSA-44,ML-DSA-44,2,0.24255404171218597,2.180721034916688,7.976912812058147,1.186882265804591,6.288648318150033,6.3438535960933935,10.017498065487404,0.8932169635195458
ML-DSA-44,ML-DSA-44,3,0.24101971687433402,2.1203985492077497,7.8255607587440075,1.1729885789099594,6.298632863132853,6.35487308764515,10.03514775559539,0.8830018952060016
ML-DSA-44,ML-DSA-44,4,0.23747146013187698,2.2566669395503407,7.98350145458239,1.1300456721800805,6.268445414025283,6.32305968514018,9.94709002167879,0.9218167711198458
ML-DSA-44,ML-DSA-44,5,0.25164595766298137,2.4690079937378075,7.865622036236598,1.2481412547640027,6.271662309300108,6.328957433967492,10.0397811120733,0.9148037638175133
ML-DSA-44,ML-DSA-44,6,0.24142396907937935,2.116135912171204,7.886692127988936,1.1473451193887254,6.489640258563015,6.543012388283338,9.909779385665898,0.8963591242828179
ML-DSA-44,ML-DSA-44,7,0.23845869892582167,2.1338708376666657,8.04750384219607,1.1484740957772472,6.281925494937797,6.3372541921368,9.965592378443107,0.9142346170845673
ML-DSA-44,ML-DSA-44,8,0.243803279008666,2.170390823545506,7.878219490327508,1.185510252059076,6.3130553804027025,6.370152599022984,10.085050205936422,0.9090570282534994
ML-DSA-44,ML-DSA-44,9,0.24151801519712066,2.1336687274742387,7.966866582864847,1.1432912821570542,6.260278007636418,6.316297869974079,9.959949657261216,0.9062306677749787
ML-DSA-44,ML-DSA-44,10,0.24227137250510336,2.14631862550348,7.930469854812399,1.1607575055676962,6.293033146066542,6.346207309979897,10.06640574036593,0.8802003707922599
ML-DSA-65,ML-DSA-65,1,0.2791174305214337,2.130440951829417,8.043471777733986,1.191785451373967,6.30814741831268,6.363689919235137,10.07400315516376,0.9098116695230744
ML-DSA-65,ML-DSA-65,2,0.28187800179385936,2.1479619397238023,8.019722210010466,1.1772194824879498,6.329242289260288,6.384899009329528,10.053192284262623,0.8907810578268661
ML-DSA-65,ML-DSA-65,3,0.27485535712907494,2.129068622792401,7.947456848147896,1.151582581417896,6.29206757352217,6.347332376365811,10.004247115177762,0.886521263967976
ML-DSA-65,ML-DSA-65,4,0.27736321479698,2.120127240583872,8.031171924279334,1.1554285383317118,6.296283479314248,6.353158782779499,10.02587659095802,0.9227646711997236
ML-DSA-65,ML-DSA-65,5,0.27630566037255033,2.126098150620187,8.297716825812381,1.2181296610893824,6.316774539494215,6.372997959842856,10.038572994399194,0.913745625579528
ML-DSA-65,ML-DSA-65,6,0.27421036230705503,2.2084917547180747,8.16057554989427,1.1395942547823716,6.298223347403059,6.3523366895969495,10.043927449062855,0.8947480332071698
ML-DSA-65,ML-DSA-65,7,0.27169565010500263,2.1449001277020314,7.906367634423029,1.1678560741710924,6.292689192729645,6.348326997055313,10.061608446481017,0.9142851609717995
ML-DSA-65,ML-DSA-65,8,0.266073326347345,2.1043536513267194,8.03858337070167,1.1563507164827986,6.296887385348429,6.352960243044991,9.969732160538745,0.9133962125329087
ML-DSA-65,ML-DSA-65,9,0.27669880306343064,2.161293052680117,7.9168526102633034,1.1616735920930388,6.304459737924187,6.359063831623594,10.084399629480515,0.9031380725587913
ML-DSA-65,ML-DSA-65,10,0.2748541805582253,2.1243936723718546,8.07070862579465,1.1776487653453636,6.273221109683265,6.328401887634099,9.964013068064427,0.8833309377793859
ML-DSA-87,ML-DSA-87,1,0.323735557612913,2.1433115152952102,8.004755102447188,1.1798285531888517,6.319684548846707,6.377228283866572,10.118419972900302,0.9085815457196118
ML-DSA-87,ML-DSA-87,2,0.3202440909807963,2.12342337355944,8.156332566480412,1.1359071933353455,6.324947295943227,6.377625316575431,10.02496928564719,0.895474862739159
ML-DSA-87,ML-DSA-87,3,0.3369062954637043,2.240353111410463,8.195183897623743,1.1681950590960852,6.3216558925341335,6.3795894328116285,10.146333763770526,0.8886685367305752
ML-DSA-87,ML-DSA-87,4,0.33232811411527163,2.1630492010929423,8.057460536559368,1.1559650891770414,6.341112125276849,6.396175837532259,9.999245664480064,0.9186492227200387
ML-DSA-87,ML-DSA-87,5,0.31982503210499863,2.1763353313629348,8.023519869893738,1.2794273606656266,6.318718617161064,6.376192149861353,9.957195992974642,0.9134922557846286
ML-DSA-87,ML-DSA-87,6,0.320000607365072,2.15652547427448,8.155303954457194,1.1646077824600813,6.32333767445132,6.379867879052903,9.959844149542818,0.9001269036640499
ML-DSA-87,ML-DSA-87,7,0.32087133188416833,2.214574602354885,8.137212094540347,1.1925130473294112,6.356642548150021,6.412362433038603,10.165871120291607,0.9133748980886115
ML-DSA-87,ML-DSA-87,8,0.32356661860826064,2.1365432130793223,8.098269721958738,1.1744580875771227,6.3138357949597905,6.3707401343465575,10.015138705498927,0.9123722270929854
ML-DSA-87,ML-DSA-87,9,0.33013432597115466,2.1980804243745395,8.169920386280815,1.147438865931035,6.309909213644714,6.364874158364979,9.998053818397457,0.9049316987275856
ML-DSA-87,ML-DSA-87,10,0.334162941823354,2.1355896563423924,8.090236620046149,1.131149970460634,6.318118508206631,6.37318848515856,9.982932840344729,0.8819948604399628
Falcon-padded-512,Falcon-padded-512,1,9.119380835133246,2.1330084760362378,8.160645033737286,1.1824228597105935,6.291994898735184,6.348622825268292,10.082664995486265,0.9108232867674735
Falcon-padded-512,Falcon-padded-512,2,8.927635849492262,2.156957186137586,8.118643535417455,1.2346797120213615,6.258435361281297,6.315152811972997,10.171045557027101,0.8941548509823233
Falcon-padded-512,Falcon-padded-512,3,9.063494517273844,2.143494429765219,8.13430397713086,1.1376098498779137,6.238772016949903,6.293698122996478,10.047016189764253,0.8886077543491232
Falcon-padded-512,Falcon-padded-512,4,8.998923784432263,2.158156001241828,8.221350757327503,1.162543454362648,6.267292986158232,6.323617653688365,9.978252095710873,0.9205178513470444
Falcon-padded-512,Falcon-padded-512,5,9.200998310698147,2.1071654988917965,8.037877458458096,1.1595045728608435,6.255458227824373,6.309954390162554,9.989845679853266,0.9150230585157302
Falcon-padded-512,Falcon-padded-512,6,9.374840066690572,2.1745702527307698,8.120782020656959,1.1516348443303948,6.294945219997265,6.352052158520817,10.164236421298702,0.8962047028451992
Falcon-padded-512,Falcon-padded-512,7,9.244738420626717,2.112250864350501,8.084134721429969,1.1375377171982797,6.258766805597842,6.315780862544924,9.964553124497566,0.9135809846213602
Falcon-padded-512,Falcon-padded-512,8,8.896812647581053,2.1588581854787483,8.128172190627032,1.1734788628139343,6.2747187213971705,6.331119346820389,10.230895570193727,0.9141362626930686
Falcon-padded-512,Falcon-padded-512,9,9.350074684092103,2.1036726484695576,8.087544159886065,1.202647276610707,6.275326180038922,6.3330038202305134,9.957612891987665,0.9061417647387691
Falcon-padded-512,Falcon-padded-512,10,9.213071411553098,2.141209181087664,8.082071470174265,1.1618245249458385,6.244019818647403,6.2990519295756515,9.98304271448326,0.8843231431966363
SLH-DSA-SHA2-128s,SLH_DSA_PURE_SHA2_128S,1,105.0223781917399,1.7695058736716824,650.7192874781322,1.1651231342693293,10.84713646831607,10.904872428315336,10.050324278200472,0.9126713169864409
SLH-DSA-SHA2-128s,SLH_DSA_PURE_SHA2_128S,2,104.59249567706135,1.7288388162462787,654.3204680832181,1.1798158169645943,10.882460177914812,10.942144912357081,10.060093102631315,0.8918078469984518
SLH-DSA-SHA2-128s,SLH_DSA_PURE_SHA2_128S,3,103.77409556143292,1.7117512815941875,648.8857099060746,1.1501544632482763,10.848875406275766,10.905240575860516,9.941020476056341,0.8852893851208847
SLH-DSA-SHA2-128s,SLH_DSA_PURE_SHA2_128S,4,102.88957567575073,1.756238144977587,654.0019827332192,1.1545927263795819,10.893410462497995,10.95055612502615,9.968926007603683,0.917484457192719
SLH-DSA-SHA2-128s,SLH_DSA_PURE_SHA2_128S,5,103.56749644813434,1.764681296966299,653.1895418193502,1.1305536678991723,10.937045272051616,10.994209082952343,9.990299100118767,0.9146265094621588
SLH-DSA-SHA2-128s,SLH_DSA_PURE_SHA2_128S,6,105.3877926066828,1.7732782293265803,654.8524808790535,1.1859210285668076,10.94908355230771,11.006614853783155,10.0294578163741,0.9003031377304215
SLH-DSA-SHA2-128s,SLH_DSA_PURE_SHA2_128S,7,103.64659728133114,1.8074403683809714,657.4894182252077,1.1726601146316311,10.900833966831318,10.961652235904038,9.991756534043622,0.9142484654737103
SLH-DSA-SHA2-128s,SLH_DSA_PURE_SHA2_128S,8,104.14978388502878,1.7626288851412149,652.444582589281,1.1603121304263193,11.093643046139379,11.151492640686483,10.021531857642888,0.9077423735898119
SLH-DSA-SHA2-128s,SLH_DSA_PURE_SHA2_128S,9,102.84246032397878,1.7204682443600894,650.198757922432,1.1618399115589242,10.918236360109049,10.975324711374268,10.004674490160154,0.9092655053628399
SLH-DSA-SHA2-128s,SLH_DSA_PURE_SHA2_128S,10,102.89503089773154,1.694180263827195,653.7840245384723,1.125541103150023,10.940412412552732,10.997580679831977,10.042638021936485,0.8822360918740395
