scheme,scheme_id,run,keygen_time_ms,client_serialize_time_ms,sign_time_ms,server_serialize_time_ms,verify_time_ms,server_verify_total_time_ms,train_time_s,train_loss
no_signature,no_signature,1,0.0,0.0,0.0,0.0,0.0,0.0,9.955512018205482,0.9115251363403086
no_signature,no_signature,2,0.0,0.0,0.0,0.0,0.0,0.0,10.07678215730392,0.8959288556189839
no_signature,no_signature,3,0.0,0.0,0.0,0.0,0.0,0.0,9.954536966224744,0.8837902497063687
no_signature,no_signature,4,0.0,0.0,0.0,0.0,0.0,0.0,10.065440471005859,0.9158827832175098
no_signature,no_signature,5,0.0,0.0,0.0,0.0,0.0,0.0,10.076247046710535,0.9103092686287592
no_signature,no_signature,6,0.0,0.0,0.0,0.0,0.0,0.0,9.98174439039741,0.8959490139251121
no_signature,no_signature,7,0.0,0.0,0.0,0.0,0.0,0.0,9.948817818101185,0.9181627213318522
no_signature,no_signature,8,0.0,0.0,0.0,0.0,0.0,0.0,9.975680447875444,0.9092281965638318
no_signature,no_signature,9,0.0,0.0,0.0,0.0,0.0,0.0,10.044359704906043,0.9062986402431079
no_signature,no_signature,10,0.0,0.0,0.0,0.0,0.0,0.0,10.059396648856346,0.882546604694937
RSA-2048,RSA-2048,1,63.07877148831413,2.038836014689828,8.5148040655379,1.1493839668885606,5.23920160640647,5.288194710737979,10.0463827384467,0.9114298469913954
RSA-2048,RSA-2048,2,64.43449101313789,2.1394779674785958,8.509687962747753,2.066990790190126,5.233899152954059,5.286809205814838,10.057488129364016,0.8937108966640361
RSA-2048,RSA-2048,3,68.26470863559123,2.014927944595254,8.46202372243468,1.1560103714387966,5.221785559357716,5.270738942587392,10.082575082186183,0.8890547783385799
RSA-2048,RSA-2048,4,63.39997104446711,2.0362899999599415,8.198552115354637,1.13600284482037,5.249124825932037,5.298771601325469,10.024838911294161,0.9211091778729301
RSA-2048,RSA-2048,5,65.65248356899242,1.9826840042756992,8.541435862813715,1.1599816541031718,5.264935434873477,5.314511536465287,9.903128212594504,0.9133799408006457
RSA-2048,RSA-2048,6,63.83831942725611,2.0190697046927606,8.338259220666512,1.1533455193663162,5.224823181827815,5.274271420591151,10.131953513832608,0.8993603683303153
