scheme,crypto_cost_round_mean_s,crypto_cost_round_std_s,train_cost_round_mean_s,crypto_fraction_pct_mean
no_signature,0.0,0.0,100.92746908200594,0.0
ML-DSA-44,0.002611615404796598,0.0009599915654424335,100.33856691056086,0.002604124252566323
ML-DSA-65,0.003245211718603459,0.00099754876389845,100.73363971872877,0.0032211390865263855
ML-DSA-87,0.0038480124032740028,0.0009681658533407256,100.73178626029286,0.003821489611351458
Falcon-padded-512,0.04790702041238497,0.005884232362126826,100.21615777750499,0.04778619397792756
SPHINCS+-SHA2-128s-simple,1.107807168668756,0.10190975467219,100.48347613066434,1.0904707157361142
RSA-2048,0.31825926006305916,0.09147278417035948,100.70887105602927,0.31506118817050277
ECDSA-256,0.0033171779445054592,0.0036150912495665805,100.4713194302035,0.0032994347696191895
