run,round,node_id,scheme,keygen_time,client_serialize_time,sign_time,server_serialize_time,verify_time,server_verify_total_time,train_time,train_loss,signed_payload_size,sig_size,pubkey_size,num_examples,sig_valid,has_nan
1,1,4834973910227067219,ML-DSA-87,0.0016847900114953518,0.0031304540461860597,0.010908700001891702,0.0012815320515073836,0.008146135020069778,0.008310106000863016,21.796744406048674,1.8682018666983413,2482153.0,4627.0,2592.0,10000.0,True,False
1,1,11387688146623821916,ML-DSA-87,0.0015984650235623121,0.002287633018568158,0.008966616995166987,0.001327152014710009,0.006487794977147132,0.006567882956005633,21.489183582016267,1.9192070861974844,2482153.0,4627.0,2592.0,10000.0,True,False
1,1,4885443601119665187,ML-DSA-87,0.001733192999381572,0.00215368700446561,0.00920936098555103,0.001139677013270557,0.006288742006290704,0.006334580015391111,22.037719991989434,1.869180313695353,2482153.0,4627.0,2592.0,10000.0,True,False
1,1,11299653297120553851,ML-DSA-87,0.001073690946213901,0.001518302015028894,0.006545376963913441,0.001210448972415179,0.006270751007832587,0.0063211569795385,21.8753602480283,1.9079048412676436,2482153.0,4627.0,2592.0,10000.0,True,False
1,1,6581207000994009887,ML-DSA-87,0.00018637499306350946,0.0014765600208193064,0.006532791012432426,0.001079888956155628,0.006447221036069095,0.006493993976619095,10.70283645199379,1.9155706643296506,2482153.0,4627.0,2592.0,10000.0,True,False
1,2,11387688146623821916,ML-DSA-87,0.0003688569995574653,0.0024133400293067098,0.009250815026462078,0.0011612700182013214,0.006358376005664468,0.006441073026508093,21.41444182599662,1.661960489071977,2482153.0,4627.0,2592.0,10000.0,True,False
1,2,4885443601119665187,ML-DSA-87,0.0003059650189243257,0.001963663031347096,0.007246327004395425,0.001398879976477474,0.0062088059494271874,0.0062539129867218435,21.557347671012394,1.662271527817455,2482153.0,4627.0,2592.0,10000.0,True,False
1,2,4834973910227067219,ML-DSA-87,0.00018779700621962547,0.0014986009919084609,0.00643868203042075,0.001118785992730409,0.006727494008373469,0.006790202984120697,22.002208544989116,1.6327411225809456,2482153.0,4627.0,2592.0,10000.0,True,False
1,2,11299653297120553851,ML-DSA-87,0.0002017929800786078,0.0022304989979602396,0.007074820983689278,0.00109651597449556,0.006424154038541019,0.006472275010310113,21.9608516980079,1.6763690214949294,2482153.0,4627.0,2592.0,10000.0,True,False
1,2,6581207000994009887,ML-DSA-87,0.00025671900948509574,0.0013505530077964067,0.00632389698876068,0.0013290810165926814,0.006222161988262087,0.006265857024118304,10.83724990603514,1.648257667645098,2482153.0,4627.0,2592.0,10000.0,True,False
