scheme,crypto_cost_round_mean_s,crypto_cost_round_std_s,train_cost_round_mean_s,crypto_fraction_pct_mean
no_signature,0.0,0.0,104.50030986895867,0.0
ML-DSA-44,0.0026517738339796606,0.0008647694301621192,100.03913731808656,0.002649842954284047
ML-DSA-65,0.0032416218402790396,0.0009737025446017375,99.53048628970039,0.0032560642837780075
ML-DSA-87,0.0038122284603978166,0.0011860167511093694,99.61737869264041,0.0038258858377129843
Falcon-padded-512,0.04555587770058336,0.005283620784043674,99.57644738390658,0.045726880480501275
SPHINCS+-SHA2-128s-simple,1.0989423104135,0.10368581673268663,99.81899057327415,1.0891546020724003
RSA-2048,0.3260372299870258,0.08975656350132692,99.29609328046669,0.3273677030016847
ECDSA-256,0.0033208268150815667,0.0037152716624070086,99.60800257052698,0.0033286147758919077
