scheme,mean,std,max,count
ECDSA-256,0.0048740000000000025,0.004209440173845117,0.02310000000000001,150
Falcon-padded-512,0.0048013333333333345,0.004523910921135758,0.02629999999999999,150
ML-DSA-44,0.004754000000000002,0.005321308690021338,0.032399999999999984,150
ML-DSA-65,0.004816000000000004,0.004756134576248088,0.031200000000000006,150
ML-DSA-87,0.004376666666666668,0.0036549941317200888,0.022699999999999998,150
RSA-2048,0.004406666666666668,0.004276197060185506,0.032200000000000006,150
SPHINCS+-SHA2-128s-simple,0.004508000000000007,0.00465620059993614,0.031200000000000006,150
