scheme,run,round,crypto_cost_round,train_cost_round,crypto_fraction
RSA-2048,2,23,0.3583360179763981,97.22289001599711,0.0036721819610223095
RSA-2048,2,24,0.5585074439950402,99.21924360399862,0.005597514858060841
RSA-2048,2,25,0.2578003650123714,100.98256419200334,0.0025464187741756454
RSA-2048,2,26,0.3492124409895037,98.29079571399052,0.0035402718179101556
RSA-2048,2,27,0.18786091699439514,100.57663905699883,0.0018643561675280582
RSA-2048,2,28,0.44974797300528696,98.66866855200351,0.004537481416400655
RSA-2048,2,29,0.33585239102103476,98.76075668499107,0.003389141103339056
RSA-2048,2,30,0.41268733001197655,98.98260520099575,0.004151980637143686
RSA-2048,3,1,0.36918723100825385,100.31695666500309,0.0036667133800411546
RSA-2048,3,2,0.19601608200900905,99.49325655499706,0.001966270560752844
RSA-2048,3,3,0.2562457729945885,98.81981724700745,0.0025863540110879876
RSA-2048,3,4,0.40620945399859876,100.28657311999996,0.004034146674813339
RSA-2048,3,5,0.36464421000709957,98.08161500700953,0.0037039925428072546
RSA-2048,3,6,0.26586897199740595,101.71227860799263,0.002607117096227528
RSA-2048,3,7,0.37791839899000434,100.2678898590093,0.003754934314017668
RSA-2048,3,8,0.33745624702714816,100.94011950299318,0.0033319937264304077
RSA-2048,3,9,0.35754667100263715,100.14271480199386,0.0035576690623706155
RSA-2048,3,10,0.3202805819964848,96.61530659900018,0.0033040557272166903
RSA-2048,3,11,0.3926960009921454,98.60148446799576,0.003966859457108856
RSA-2048,3,12,0.3173935260056166,97.67757748199801,0.00323887565597314
RSA-2048,3,13,0.24300748899258848,99.84697797699482,0.002427890141668242
RSA-2048,3,14,0.42639831398264455,98.14174286800699,0.004325924267917066
RSA-2048,3,15,0.4950967759796181,98.52877816498949,0.004999771785084749
RSA-2048,3,16,0.2348608769971174,101.13532241398934,0.0023168634935081603
RSA-2048,3,17,0.4164830579902623,98.24413042800006,0.00422137105451308
RSA-2048,3,18,0.2569038129950055,101.33989115800068,0.002528660604582532
RSA-2048,3,19,0.31892785098170817,98.74831514200196,0.0032193068197557077
RSA-2048,3,20,0.2029306890181028,98.32884042801015,0.0020595457355280637
RSA-2048,3,21,0.22965717800252566,99.89825318100338,0.0022936379794514443
RSA-2048,3,22,0.4072522679925892,96.78461288000108,0.004190188832907649
RSA-2048,3,23,0.4710844580040425,98.91353461499966,0.004740013720412853
RSA-2048,3,24,0.2674917469848874,97.01527769299719,0.002749631291591823
RSA-2048,3,25,0.24089977898256573,97.78561035300663,0.0024574962289099426
RSA-2048,3,26,0.39648685499560044,101.23804709700926,0.0039011036857101587
RSA-2048,3,27,0.24993721499777125,98.74505996800144,0.0025247459175714174
RSA-2048,3,28,0.3918842979837786,101.13316278300044,0.003859976520583944
RSA-2048,3,29,0.1901599830089246,99.87532742799522,0.001900355336579441
RSA-2048,3,30,0.3446262629950065,99.15585973600537,0.003463563615141224
RSA-2048,4,1,0.3769774730171768,97.99730292699678,0.003832073500149571
RSA-2048,4,2,0.4210683180062911,100.36552218299039,0.004177820838200962
RSA-2048,4,3,0.20929593899199922,97.52236298700154,0.002141536747580298
RSA-2048,4,4,0.2786242909933202,98.25091177300783,0.0028278250575780256
RSA-2048,4,5,0.3595018320047524,99.14832554400346,0.0036127995302953414
RSA-2048,4,6,0.38518632801424213,97.86185935099638,0.003920589421820476
RSA-2048,4,7,0.2853138120044601,99.88598512198223,0.00284825908259893
RSA-2048,4,8,0.3688393260017616,96.51724958700652,0.003806937922047134
RSA-2048,4,9,0.3486740989901585,100.44466913799988,0.0034592968919617993
RSA-2048,4,10,0.28282403899356695,98.01307185799669,0.002877272101878536
RSA-2048,4,11,0.5132759640182478,98.51842127400596,0.005182946251891262
RSA-2048,4,12,0.35410502601735017,100.44391322400043,0.003513015753335882
RSA-2048,4,13,0.29375609999988167,98.58494415799942,0.0029708733957201946
RSA-2048,4,14,0.2701806439945353,100.48397087899502,0.002681583239107392
RSA-2048,4,15,0.47732972403173285,98.09709449800721,0.004842328299646442
RSA-2048,4,16,0.30534924301173255,98.42327190100332,0.0030928138109649157
