scheme,mean,std,max,count
ECDSA-256,0.015378310010523437,0.006249066796232705,0.026916455060910005,116
Falcon-padded-512,0.014710187926438224,0.006220114558720624,0.03660359800147561,116
ML-DSA-44,0.01485124305446866,0.005973440004431306,0.038911079493955336,116
ML-DSA-65,0.016555490545204415,0.006887647318693809,0.03508075986045622,116
ML-DSA-87,0.014519737222629966,0.006047511906295346,0.03170212664858646,116
RSA-2048,0.016313244643971034,0.006190203221230766,0.036072868127792534,116
SPHINCS+-SHA2-128s-simple,0.014783023666577322,0.005809157792977078,0.03405924327076437,116
