run,round,reference_scheme,scheme,max_abs_diff
3,18,no_signature,SPHINCS+-SHA2-128s-simple,0.009936257078053512
3,19,no_signature,ECDSA-256,0.0060611467439526945
3,19,no_signature,Falcon-padded-512,0.012190671024707112
3,19,no_signature,ML-DSA-44,0.008452023898724514
3,19,no_signature,ML-DSA-65,0.0112271069194943
3,19,no_signature,ML-DSA-87,0.015941291577376115
3,19,no_signature,RSA-2048,0.013258674357550682
3,19,no_signature,SPHINCS+-SHA2-128s-simple,0.009279130148692527
3,20,no_signature,ECDSA-256,0.00885680757653401
3,20,no_signature,Falcon-padded-512,0.015653755271825165
3,20,no_signature,ML-DSA-44,0.007915060761899406
3,20,no_signature,ML-DSA-65,0.016510601222407995
3,20,no_signature,ML-DSA-87,0.010400604772063171
3,20,no_signature,RSA-2048,0.013793249953740594
3,20,no_signature,SPHINCS+-SHA2-128s-simple,0.015138685197447377
3,21,no_signature,ECDSA-256,0.006314919246866502
3,21,no_signature,Falcon-padded-512,0.007993688006489641
3,21,no_signature,ML-DSA-44,0.004993124863507725
3,21,no_signature,ML-DSA-65,0.01238119644008745
3,21,no_signature,ML-DSA-87,0.01304122318064399
3,21,no_signature,RSA-2048,0.007713138100545303
3,21,no_signature,SPHINCS+-SHA2-128s-simple,0.010850657697041022
3,22,no_signature,ECDSA-256,0.0077971588960066285
3,22,no_signature,Falcon-padded-512,0.019119155694382495
3,22,no_signature,ML-DSA-44,0.011871762097643512
3,22,no_signature,ML-DSA-65,0.010831456213368285
3,22,no_signature,ML-DSA-87,0.017838256290783505
3,22,no_signature,RSA-2048,0.015100530257966205
3,22,no_signature,SPHINCS+-SHA2-128s-simple,0.0171694576252287
3,23,no_signature,ECDSA-256,0.005418163030958878
3,23,no_signature,Falcon-padded-512,0.006690891719937975
3,23,no_signature,ML-DSA-44,0.014290270446159992
3,23,no_signature,ML-DSA-65,0.008806907702772926
3,23,no_signature,ML-DSA-87,0.009341655462718368
3,23,no_signature,RSA-2048,0.007946432815096993
3,23,no_signature,SPHINCS+-SHA2-128s-simple,0.019865621610309525
3,24,no_signature,ECDSA-256,0.00826029075137058
3,24,no_signature,Falcon-padded-512,0.00568218910382301
3,24,no_signature,ML-DSA-44,0.023087010311242495
3,24,no_signature,ML-DSA-65,0.014633470455172604
3,24,no_signature,ML-DSA-87,0.006714733061603806
3,24,no_signature,RSA-2048,0.0066229679864256985
3,24,no_signature,SPHINCS+-SHA2-128s-simple,0.022657901307526374
3,25,no_signature,ECDSA-256,0.006285941655250704
3,25,no_signature,Falcon-padded-512,0.012196689159773122
3,25,no_signature,ML-DSA-44,0.010424581805642763
3,25,no_signature,ML-DSA-65,0.01102658883540536
3,25,no_signature,ML-DSA-87,0.010738479590918226
3,25,no_signature,RSA-2048,0.01368199010192156
3,25,no_signature,SPHINCS+-SHA2-128s-simple,0.006653593859066997
3,26,no_signature,ECDSA-256,0.015633448683165796
3,26,no_signature,Falcon-padded-512,0.007518512602618765
3,26,no_signature,ML-DSA-44,0.011671853598397675
3,26,no_signature,ML-DSA-65,0.019092599734122473
3,26,no_signature,ML-DSA-87,0.014229206036562081
3,26,no_signature,RSA-2048,0.014669585853261613
3,26,no_signature,SPHINCS+-SHA2-128s-simple,0.012091402428599574
3,27,no_signature,ECDSA-256,0.008345036111331694
3,27,no_signature,Falcon-padded-512,0.00504577348377705
3,27,no_signature,ML-DSA-44,0.02157936804740429
